full_name,height_inches,reach_inches,stance
Mauricio Rua,73.0,76.0,Orthodox
Murilo Rua,71.0,,Orthodox
Marco Ruas,73.0,,Orthodox
Rodrigo Ruas,70.0,,Orthodox
Rodolfo Rubio Perez,65.0,,Orthodox
Robert Ruchala,68.0,72.0,Switch
Gabe Ruediger,70.0,,Orthodox
Mauricio Ruffy,71.0,75.0,Orthodox
Eddie Ruiz,67.0,,Orthodox
Anthony Ruiz,74.0,,Orthodox
Paul Ruiz,66.0,,
Montserrat Conejo Ruiz,60.0,61.0,Southpaw
Mike Russow,73.0,73.0,Orthodox
Bas Rutten,73.0,,Orthodox
Mashrabjon Ruzibaev,68.0,67.0,Orthodox
Nursulton Ruziboev,77.0,76.0,Orthodox
Casey Ryan,,,
Yusup Saadulaev,66.0,,
Cameron Saaiman,68.0,67.0,Southpaw
Pete Sabala,,,
Danny Sabatello,70.0,71.0,Orthodox
Pat Sabatini,68.0,70.0,Orthodox
Amir Sadollah,70.0,75.0,Orthodox
Nazim Sadykhov,70.0,69.0,Southpaw
Frankie Saenz,66.0,66.0,Orthodox
Terrance Saeteurn,66.0,67.0,Orthodox
Saparbeg Safarov,73.0,78.0,Orthodox
Tarec Saffiedine,70.0,70.0,Switch
Jason Saggo,71.0,71.0,Orthodox
Kiru Sahota,70.0,73.0,Orthodox
Tatsuya Saika,72.0,73.0,Orthodox
Mridul Saikia,67.0,68.0,Orthodox
Kaushik Saikumar,70.0,71.0,Orthodox
Benoit Saint Denis,71.0,73.0,Southpaw
Ovince Saint Preux,75.0,80.0,Southpaw
Lukasz Sajewski,68.0,71.0,Orthodox
Yukio Sakaguchi,69.0,,Orthodox
Augusto Sakai,75.0,77.0,Orthodox
Alessio Sakara,72.0,72.0,Orthodox
Wataru Sakata,69.0,,Southpaw
Gokhan Saki,72.0,73.0,Orthodox
Kazushi Sakuraba,72.0,,Southpaw
Hayato Sakurai,67.0,,Orthodox
Ryuta Sakurai,67.0,,Orthodox
Justin Salas,68.0,70.0,Southpaw
Ivan Salaverry,72.0,,Orthodox
Roman Salazar,67.0,,Orthodox
Luis Saldana,71.0,73.0,Orthodox
John Salgado,70.0,,
Muslim Salikhov,71.0,70.0,Orthodox
Gabriel Salinas-Jones,73.0,,
Brandon Saling,70.0,,
Quillan Salkilld,72.0,75.0,Orthodox
Sean Salmon,70.0,,Southpaw
Boston Salmon,69.0,69.0,Southpaw
John Salter,73.0,74.0,Southpaw
Vinicius Salvador,67.0,70.0,Southpaw
Dylan Salvador,69.0,69.0,Southpaw
Josh Samman,75.0,79.0,Orthodox
Johnny Sampaio,68.0,,Orthodox
Josh Sampo,64.0,64.0,Orthodox
Josh San Diego,70.0,,
Samuel Sanches,70.0,74.0,Orthodox
Diego Sanchez,70.0,72.0,Southpaw
Eddie Sanchez,74.0,74.0,Orthodox
Julian Sanchez,75.0,,Orthodox
Bobby Sanchez,67.0,,Orthodox
Donald Sanchez,70.0,,
Joby Sanchez,66.0,68.0,Orthodox
Emmanuel Sanchez,69.0,71.0,
Erick Sanchez,70.0,,
Andrew Sanchez,73.0,74.0,Orthodox
Robert Sanchez,66.0,66.0,Orthodox
Jesse Sanders,72.0,,Orthodox
Luke Sanders,66.0,67.0,Southpaw
Jerrod Sanders,68.0,72.0,Orthodox
Cory Sandhagen,71.0,70.0,Switch
Hugo Sandoval,,,
Raul Sandoval,,,
Joseph Sandoval,67.0,,Southpaw
Hector Sandoval,62.0,64.0,Orthodox
Chris Sanford,71.0,,Orthodox
Roldan Sangcha'an,64.0,,Orthodox
Yuhi Sano,71.0,,Orthodox
Martin Sano,71.0,75.0,Orthodox
Jonathan Santa Maria,69.0,,
Duda Santana,67.0,73.0,Orthodox
Shaheen Santana,73.0,75.0,Orthodox
Neemias Santana,74.0,76.0,Orthodox
Sean Santella,65.0,,
Jorge Santiago,73.0,75.0,Orthodox
Mike Santiago,70.0,69.0,Orthodox
Will Santiago,67.0,,Orthodox
Richie Santiago,67.0,67.0,Southpaw
Jose Santibanez,,,
Art Santore,74.0,,
Adriano Santos,,,
Paulo Santos,,,
Evangelista Santos,70.0,76.0,Orthodox
Luis Santos,73.0,,Southpaw
Iliarde Santos,65.0,67.0,Orthodox
Leonardo Santos,72.0,75.0,Orthodox
Thiago Santos,74.0,76.0,Orthodox
Bruno Santos,69.0,,Orthodox
Andre Santos,72.0,,
Gleristone Santos,69.0,,
Yana Santos,66.0,68.0,Orthodox
Taila Santos,66.0,68.0,Orthodox
Marilia Santos,64.0,,Orthodox
Edivan Santos,76.0,78.0,Orthodox
Daniel Santos,67.0,67.0,Orthodox
Gabriel Santos,69.0,70.0,Orthodox
Luana Santos,66.0,67.0,Orthodox
Djorden Santos,72.0,75.0,Orthodox
Mairon Santos,67.0,72.0,Orthodox
Nick Sanzo,69.0,,
Bob Sapp,77.0,,Orthodox
Daniel Sarafian,69.0,73.0,Orthodox
Jeka Saragih,68.0,69.0,Orthodox
Diego Saraiva,66.0,,Orthodox
Harris Sarmiento,69.0,,Orthodox
Alexander Sarnavskiy,71.0,,
Yuki Sasaki,74.0,,Orthodox
Kyosuke Sasaki,67.0,,Southpaw
Yuta Sasaki,70.0,71.0,Southpaw
Paul Sass,72.0,73.0,Orthodox
Keisuke Sasu,65.0,69.0,Switch
Masaaki Satake,73.0,,Orthodox
Takenori Sato,70.0,,Southpaw
Takashi Sato,70.0,73.0,Southpaw
Shogo Sato,67.0,66.0,Southpaw
Uran Satybaldiev,76.0,79.0,Orthodox
Jeimeson Saudino,66.0,,
Tom Sauer,73.0,,
Townsend Saunders,65.0,,Orthodox
Ben Saunders,74.0,77.0,Orthodox
Chad W. Saunders,70.0,,Orthodox
Chris Saunders,68.0,,
Christien Savoie,71.0,72.0,Orthodox
Lumumba Sayers,72.0,,
Matt Sayles,67.0,68.0,Orthodox
Brandon Sayles,77.0,,
Mikheil Sazhiniani,72.0,71.0,Orthodox
Mark Scanlon,69.0,,Orthodox
Eric Schafer,75.0,76.0,Orthodox
Kerry Schall,74.0,,Orthodox
Eric Schambari,71.0,,Orthodox
Brendan Schaub,76.0,78.0,Orthodox
Matheus Scheffel,74.0,75.0,Orthodox
Antonio Schembri,69.0,,Orthodox
Fabiano Scherner,75.0,,Orthodox
Samy Schiavo,68.0,,Orthodox
Pat Schilling,68.0,,Orthodox
Joe Schilling,75.0,,
Semmy Schilt,82.0,,Orthodox
Adam Schindler,68.0,,
Daniel Schmitt,,,
Colleen Schneider,,,
Matt Schnell,68.0,70.0,Orthodox
Alex Schoenauer,75.0,,Orthodox
Bailey Schoenfelder,75.0,76.0,Orthodox
Darrill Schoonover,74.0,,Orthodox
Bob Schrijber,72.0,,Orthodox
Nate Schroeder,73.0,,
Lacey Schuckman,63.0,,
Mark Schultz,69.0,,Orthodox
Wes Schultz,74.0,77.0,Orthodox
Brian Schwartz,75.0,,Orthodox
Eric Schwartz,,,
Justin Scoggins,67.0,66.0,Southpaw
Brad Scott,73.0,76.0,Orthodox
Greg Scott,69.0,,
Louis Lee Scott,68.0,70.0,Orthodox
Zachary Scroggin,75.0,74.0,Orthodox
Mike Seal,76.0,,Orthodox
Demba Seck,73.0,74.0,Orthodox
Matt Secor,72.0,,
Kenneth Seegrist,72.0,,Orthodox
Neil Seery,64.0,64.0,Orthodox
Rony Sefo,69.0,,Orthodox
Ray Sefo,72.0,,Orthodox
Brendan Seguin,72.0,,
Tetsuya Seki,70.0,,
Stefan Sekulic,72.0,75.0,Southpaw
Pete Sell,71.0,75.0,Orthodox
Matthew Semelsberger,73.0,75.0,Switch
Andrei Semenov,72.0,,Orthodox
Mackens Semerzier,69.0,72.0,Orthodox
Brandon Sene,71.0,,
YeDam Seo,63.0,63.0,Orthodox
DongHyun Seo,67.0,67.0,Orthodox
Kim In Seok,66.0,,Orthodox
Ray Seraille,75.0,,
Ivan Serati,72.0,,Orthodox
Alex Serdyukov,74.0,74.0,Orthodox
Nicholas Sergiacomi,,,
Matt Serra,66.0,68.0,Orthodox
Nick Serra,69.0,,Orthodox
Adrian Serrano,68.0,,
Fredy Serrano,63.0,65.0,Orthodox
Carl Seumanutafa,73.0,,Orthodox
Igor Severino,67.0,69.0,Orthodox
Dan Severn,74.0,,Southpaw
Rosi Sexton,63.0,,Orthodox
Rodrigo Sezinando,69.0,71.0,Orthodox
Scott Shaffer,67.0,,Orthodox
Edmen Shahbazyan,74.0,75.0,Orthodox
Leon Shahbazyan,76.0,74.0,Orthodox
Don Shainis,66.0,67.0,Orthodox
Liliya Shakirova,64.0,65.0,Orthodox
Kamal Shalorus,68.0,68.0,Orthodox
Ken Shamrock,73.0,72.0,Orthodox
Frank Shamrock,70.0,,Orthodox
Shang Zhifa,67.0,63.0,Orthodox
Sean Sharaf,75.0,77.0,Orthodox
Priya Sharma,61.0,59.0,Orthodox
Jason Sharp,,,
Eric Shelton,66.0,68.0,Orthodox
Sean Sherk,66.0,67.0,Orthodox
Chase Sherman,76.0,78.0,Orthodox
Valentina Shevchenko,65.0,66.0,Southpaw
Antonina Shevchenko,68.0,67.0,Southpaw
Shi Ming,62.0,60.0,Orthodox
Katsuyori Shibata,72.0,,Orthodox
Jake Shields,72.0,72.0,Orthodox
Henrique Shiguemoto,71.0,72.0,Orthodox
Shunichi Shimizu,65.0,,Orthodox
Wade Shipp,75.0,,Orthodox
Raja Shippen,66.0,,
Yuya Shirai,68.0,,Orthodox
Wes Shivers,80.0,,
Alexander Shlemenko,71.0,,
Josh Shockley,73.0,,Orthodox
Josh Shockman,76.0,,Southpaw
Akira Shoji,68.0,,Orthodox
Liudvik Sholinian,70.0,71.0,Orthodox
Jack Shore,68.0,71.0,Orthodox
Landon Showalter,72.0,,
Ivan Shtyrkov,72.0,74.0,Orthodox
Brandon Shuey,67.0,,Orthodox
Ronal Siahaan,67.0,71.0,Southpaw
Sam Sicilia,68.0,67.0,Orthodox
Kiril Sidelnikov,71.0,,
Serhiy Sidey,71.0,72.0,Switch
Steven Siler,71.0,70.0,Orthodox
Siala Siliga,73.0,,Orthodox
Xavier Siller,65.0,,
Assuerio Silva,70.0,,Orthodox
Anderson Silva,74.0,77.0,Southpaw
Wanderlei Silva,71.0,74.0,Orthodox
Thiago Silva,74.0,74.0,Orthodox
Paulo Cesar Silva,89.0,,Orthodox
Jean Silva,66.0,,Orthodox
Edson Silva,,,Orthodox
Sidney Silva,75.0,,Southpaw
Jay Silva,74.0,,Southpaw
Antonio Silva,76.0,82.0,Orthodox
Fabio Silva,71.0,,Orthodox
Erick Silva,72.0,74.0,Orthodox
Leandro Silva,69.0,72.0,Orthodox
Claudio Silva,71.0,71.0,Southpaw
Wagner Silva,72.0,,Orthodox
Rafael Silva,67.0,,
Joaquim Silva,68.0,69.0,Southpaw
Felipe Silva,72.0,77.0,Orthodox
Dayana Silva,67.0,,Orthodox
Bruno Silva,64.0,65.0,Orthodox
Bruno Silva,72.0,74.0,Orthodox
Gabriel Silva,66.0,71.0,Orthodox
Jacob Silva,65.0,67.0,Orthodox
Natalia Silva,64.0,65.0,Southpaw
Jansey Silva,74.0,67.0,Orthodox
Maria Silva,63.0,64.0,Orthodox
Karine Silva,65.0,67.0,Orthodox
Erik Silva,69.0,71.0,Orthodox
Janaina Silva,61.0,60.0,Orthodox
Jhonata Silva,65.0,66.0,Orthodox
Jean Silva,67.0,69.0,Orthodox
Danny Silva,71.0,70.0,Switch
Frank Silva,,,
Samuel Silva,72.0,72.0,Orthodox
Douglas Silva de Andrade,67.0,68.0,Orthodox
Leonardo Silva de Oliveira,74.0,,Orthodox
Marcus Silveira,75.0,,Orthodox
Elias Silverio,71.0,73.0,Orthodox
Sim Kai Xiong,66.0,67.0,Orthodox
Jamey Simmons,66.0,70.0,Orthodox
Ricky Simon,66.0,69.0,Orthodox
Aaron Simpson,72.0,73.0,Orthodox
Wes Sims,82.0,,Orthodox
Marlon Sims,,,
Tony Sims,71.0,70.0,Southpaw
Everett Sims,77.0,77.0,Southpaw
Lodune Sincaid,69.0,,Orthodox
Rob Sinclair,68.0,,
Rory Singer,74.0,77.0,Orthodox
Rana Rudra Pratap Singh,70.0,69.0,Orthodox
Kiran Singh,61.0,65.0,Orthodox
Elvis Sinosic,75.0,77.0,Orthodox
Mitchell Sipe,74.0,,Orthodox
Gian Siqueira,73.0,74.0,Orthodox
Jeremia Siregar,62.0,63.0,Orthodox
AJ Siscoe,67.0,,
Yokthai Sithoar,67.0,,
Jeri Sitzes,65.0,,
Dennis Siver,66.0,70.0,Orthodox
Chas Skelly,71.0,72.0,Orthodox
Matt Skelton,75.0,,Orthodox
Zach Skinner,66.0,,Orthodox
Brian Sleeman,68.0,,
Joe Slick,72.0,,Orthodox
Ray Sloan,73.0,,
Kestutis Smirnovas,70.0,,Orthodox
Maurice Smith,74.0,,Orthodox
Patrick Smith,74.0,,Orthodox
Scott Smith,72.0,70.0,Orthodox
Eric Smith,,,Southpaw
Josh Smith,72.0,,Orthodox
David Smith,,,
Adam Smith,,,
Dillon Smith,72.0,,
Trevor Smith,75.0,75.0,Orthodox
Anthony Smith,76.0,76.0,Orthodox
Colton Smith,72.0,71.0,Orthodox
Gilbert Smith,69.0,,Southpaw
Leslie Smith,69.0,66.0,Orthodox
Devonte Smith,69.0,76.0,Orthodox
Cole Smith,71.0,67.0,Orthodox
Nate Smith,66.0,69.0,Switch
Braxton Smith,71.0,72.0,Orthodox
Elijah Smith,69.0,71.0,Orthodox
Jacobe Smith,70.0,72.0,Southpaw
Walter Smith-Cotito,68.0,,
Justin Smitley,,,
Dmitrii Smoliakov,74.0,74.0,Switch
Louis Smolka,69.0,68.0,Orthodox
Cameron Smotherman,69.0,69.0,Orthodox
Shimon Smotritsky,74.0,74.0,Orthodox
Richie Smullen,69.0,68.0,Orthodox
Devin Smyth,70.0,72.0,Switch
Denis Sobolev,75.0,,Orthodox
Peter Sobotta,72.0,75.0,Southpaw
Renato Sobral,73.0,75.0,Orthodox
Rameau Thierry Sokoudjou,70.0,78.0,Orthodox
Axel Sola,74.0,74.0,Southpaw
Alexander Soldatkin,74.0,75.0,Orthodox
Joe Solecki,69.0,70.0,Orthodox
Chris Solomon,71.0,,
Joe Son,64.0,,Orthodox
Paul Song,,,
Song Kenan,72.0,71.0,Orthodox
Song Yadong,68.0,67.0,Orthodox
YoungJae Song,67.0,70.0,Orthodox
Hyeonjong Song,,,
Emrah Sonmez,70.0,71.0,Orthodox
Chael Sonnen,73.0,73.0,Southpaw
Cody Sons,69.0,,
Jin Soo Son,66.0,69.0,Orthodox
Benardo Sopaj,66.0,66.0,Orthodox
Emiliano Sordi,74.0,,Orthodox
Sean Soriano,69.0,70.0,Orthodox
Punahele Soriano,71.0,72.0,Southpaw
Hecher Sosa,69.0,70.0,Orthodox
Dmitry Sosnovskiy,75.0,77.0,Orthodox
Ben Sosoli,72.0,72.0,Southpaw
Krzysztof Soszynski,73.0,77.0,Open Stance
George Sotiropoulos,70.0,71.0,Orthodox
Greg Soto,71.0,73.0,Orthodox
Alex Soto,68.0,,Southpaw
Joe Soto,66.0,65.0,Orthodox
Mario Soto,72.0,,
Andre Soukhamthath,69.0,70.0,Orthodox
Mario Sousa,75.0,79.0,Orthodox
Manoel Sousa,69.0,70.0,Orthodox
Bobby Southworth,74.0,,Orthodox
Jacare Souza,73.0,72.0,Orthodox
Edimilson Souza,72.0,74.0,Orthodox
Livinha Souza,63.0,63.0,Orthodox
Bruno Souza,70.0,70.0,Orthodox
Ketlen Souza,63.0,63.0,Orthodox
Heraldo Souza,71.0,73.0,Orthodox
Charon Spain,69.0,,
Chris Spang,74.0,,Orthodox
Andreas Spang,73.0,,
Ryan Spann,77.0,79.0,Orthodox
Ron Sparks,77.0,,
Tommy Speer,70.0,71.0,Orthodox
Patrick Speight,73.0,,Orthodox
Sean Spencer,70.0,74.0,Orthodox
Felicia Spencer,66.0,68.0,Orthodox
Sam Spengler,71.0,,Orthodox
Nick Sperling,,,
Mario Sperry,74.0,,Orthodox
Eric Spicely,73.0,73.0,Orthodox
Waachiim Spiritwolf,68.0,,
Daniel Spitz,79.0,82.0,Orthodox
Serghei Spivac,75.0,78.0,Orthodox
Daniel Spohn,76.0,79.0,Southpaw
Pete Spratt,69.0,,Orthodox
Austin Springer,68.0,71.0,Orthodox
Georges St-Pierre,71.0,76.0,Orthodox
Bobby Stack,69.0,,Orthodox
Andreas Stahl,71.0,,Orthodox
Ron Stallings,74.0,75.0,Southpaw
Cody Stamann,66.0,64.0,Orthodox
Cristina Stanciu,63.0,,Orthodox
Brian Stann,73.0,74.0,Orthodox
Josh Stansbury,74.0,74.0,Orthodox
Dion Staring,73.0,,Orthodox
Lucas Stark,,,
Clifford Starks,72.0,78.0,Orthodox
Kalib Starnes,75.0,74.0,Orthodox
Laureano Staropoli,73.0,71.0,Orthodox
Damian Stasiak,65.0,70.0,Orthodox
Adam Steele,,,
Dominique Steele,70.0,74.0,Orthodox
Ricky Steele,69.0,74.0,Orthodox
Kody Steele,69.0,71.0,Orthodox
Eric Steenberg,,,
Steve Steinbeiss,75.0,75.0,Orthodox
Ray Steinbeiss,71.0,,Orthodox
Dmitri Stepanov,75.0,,Orthodox
Jeremy Stephens,69.0,71.0,Orthodox
Aljamain Sterling,67.0,71.0,Orthodox
Marc Stevens,69.0,,
Joe Stevenson,67.0,70.0,Orthodox
Maia Stevenson,64.0,62.0,Orthodox
Luke Stewart,71.0,,Orthodox
Darren Stewart,72.0,74.0,Orthodox
Kyle Stewart,72.0,76.0,Orthodox
Alex Stiebling,74.0,,Southpaw
Tyler Stinson,75.0,,
Navajo Stirling,76.0,79.0,Orthodox
Dan Stittgen,73.0,,Orthodox
Lazar Stojadinovic,67.0,68.0,Southpaw
Denis Stojnic,72.0,,Orthodox
Julija Stoliarenko,67.0,66.0,Orthodox
Dustin Stoltzfus,72.0,75.0,Orthodox
Niklas Stolze,73.0,74.0,Switch
Ken Stone,68.0,71.0,Southpaw
Ryan Stonitsch,69.0,,Southpaw
George Stork,70.0,,
Rick Story,69.0,71.0,Southpaw
Darko Stosic,72.0,76.0,Orthodox
Greg Stott,67.0,,Southpaw
Curtis Stout,73.0,,Southpaw
Sam Stout,69.0,70.0,Orthodox
Tim Stout,71.0,,
Jesse Strader,67.0,70.0,Orthodox
Gennaro Strangis,,,
Dave Strasser,70.0,,Orthodox
Daniel Straus,67.0,71.0,
Gerald Strebendt,69.0,,Orthodox
Sean Strickland,73.0,76.0,Orthodox
Mark Striegl,68.0,70.0,Southpaw
Hans Stringer,75.0,,Orthodox
Stefan Struve,83.0,84.0,Orthodox
Josh Stuart,69.0,,
Mike Stumpf,70.0,,
Kyle Sturgeon,75.0,,Switch
Tatiana Suarez,65.0,66.0,Southpaw
Masanori Suda,69.0,,Orthodox
Genki Sudo,69.0,,Orthodox
Lucasz Sudolski,76.0,75.0,Orthodox
Daisuke Sugie,66.0,,Orthodox
Takashi Sugiura,71.0,,Southpaw
Naho Sugiyuma,61.0,,
 Sulangrangbo,69.0,66.0,Southpaw
George Sullivan,72.0,73.0,Orthodox
Amar Suloev,69.0,,Orthodox
Magomed Sultanakhmedov,74.0,,Southpaw
Justin Sumter,74.0,80.0,Southpaw
 Sumudaerji,68.0,72.0,Southpaw
Rama Supandhi,65.0,66.0,Southpaw
Aji Susilo,70.0,,
Baisangur Susurkaev,74.0,79.0,Orthodox
Louie Sutherland,75.0,76.0,Orthodox
Jason Suttie,72.0,,Orthodox
Joel Sutton,71.0,,Orthodox
Chad Sutton,73.0,,
Danilo Suzart,72.0,,Orthodox
Martin Svensson,73.0,,
Daniel Swain,69.0,70.0,Orthodox
Cub Swanson,68.0,70.0,Orthodox
Mike Swick,73.0,77.0,Orthodox
Floyd Sword,72.0,,Orthodox
Oumar Sy,76.0,83.0,Orthodox
Klaudia Sygula,68.0,69.0,Orthodox
Bentley Syler,64.0,,Orthodox
Kevin Syler,69.0,71.0,Switch
Leo Sylvest,71.0,,Orthodox
Tony Sylvester,73.0,,Southpaw
Tim Sylvia,80.0,80.0,Orthodox
Kevin Szaflarski,77.0,77.0,Orthodox
Sebastian Szalay,66.0,66.0,Orthodox
Bartosz Szewczyk,76.0,73.0,Orthodox
Osamu Tachihikari,77.0,,Orthodox
Amber Tackett,,,
Eugenio Tadeu,68.0,,Orthodox
Albert Tadevosyan,,,
Justin Tafa,72.0,74.0,Southpaw
Junior Tafa,75.0,75.0,Orthodox
Khalid Taha,65.0,69.0,Orthodox
Joe Taimanglo,64.0,,
Tatsuro Taira,67.0,70.0,Orthodox
Mairbek Taisumov,69.0,73.0,Orthodox
Taiyilake Nueraji,74.0,75.0,Southpaw
Nobuhiko Takada,72.0,,Southpaw
Yoshiki Takahashi,71.0,,Southpaw
Yoko Takahashi,68.0,,
Daiju Takase,72.0,,Southpaw
Hiroyuki Takaya,66.0,,Orthodox
Yoshihiro Takayama,77.0,,Orthodox
Makoto Takimoto,67.0,,Southpaw
Oleg Taktarov,72.0,,Orthodox
Payton Talbott,70.0,70.0,Switch
Nordine Taleb,73.0,74.0,Orthodox
Murtaza Talha,72.0,74.0,Orthodox
Tsuyoshi Tamakairiki,72.0,,Orthodox
Eli Tamez,67.0,,
Kiyoshi Tamura,71.0,,Southpaw
Akitoshi Tamura,69.0,70.0,Orthodox
Issei Tamura,65.0,63.0,Orthodox
Jason Tan,70.0,,Orthodox
Akihito Tanaka,,,Southpaw
Michinori Tanaka,65.0,67.0,Orthodox
Evan Tanner,72.0,74.0,Orthodox
Kasey Tanner,67.0,69.0,Orthodox
Otari Tanzilovi,70.0,70.0,Orthodox
Manny Tapia,65.0,67.0,Orthodox
Gary Tapusoa,67.0,,
Miesha Tate,66.0,65.0,Orthodox
Aaron Tau,64.0,66.0,Switch
Deividas Taurosevicius,69.0,68.0,Southpaw
Thiago Tavares,67.0,70.0,Orthodox
Jeremy Tavares,,,
Brad Tavares,73.0,74.0,Orthodox
Ramon Taveras,68.0,70.0,Southpaw
Paul Taylor,72.0,72.0,Orthodox
Jesse Taylor,72.0,73.0,Orthodox
Torrance Taylor,67.0,,
Louis Taylor,71.0,,Orthodox
Anthony Taylor,67.0,,
Danielle Taylor,60.0,60.0,Orthodox
J.T Taylor,70.0,,
James Te Huna,74.0,75.0,Orthodox
Cam Teague,70.0,69.0,Orthodox
Shawn Teed,77.0,,Orthodox
Glover Teixeira,74.0,76.0,Orthodox
John Teixeira,67.0,,Orthodox
Ewerton Teixeira,73.0,,
Tallison Teixeira,79.0,83.0,Orthodox
Tra Telligman,74.0,,Orthodox
Ramazan Temirov,64.0,63.0,Orthodox
Taneisha Tennant,67.0,70.0,Orthodox
Herman Terrado,,,
Dave Terrel,68.0,,Southpaw
David Terrell,73.0,,Southpaw
James Terry,70.0,,Orthodox
Jeff Terry,74.0,,
David Teymur,69.0,73.0,Southpaw
Daniel Teymur,65.0,69.0,Orthodox
Motonobu Tezuka,67.0,,Southpaw
Jason Thacker,70.0,,Orthodox
Alexia Thainara,64.0,67.0,Orthodox
Brandon Thatch,74.0,74.0,Switch
Elias Theodorou,73.0,75.0,Orthodox
Nik Theotikos,,,Orthodox
Paulo Thiago,71.0,74.0,Orthodox
Colby Thicknesse,67.0,69.0,Orthodox
Din Thomas,69.0,,Orthodox
Ryan Thomas,72.0,,Orthodox
Noah Thomas,69.0,,Orthodox
Joel Thomas,70.0,,
Treston Thomison,68.0,,
Nick Thompson,73.0,74.0,Orthodox
James Thompson,77.0,,Orthodox
Oli Thompson,73.0,75.0,Orthodox
Stephen Thompson,72.0,75.0,Orthodox
Josh Thomson,70.0,71.0,Orthodox
Simeon Thoresen,73.0,79.0,Orthodox
Josh Thornburg,72.0,,
Ti Haitao,,,
Gleison Tibau,70.0,71.0,Southpaw
Chris Tickle,69.0,,
Nolan Ticman,66.0,,Orthodox
Darren Till,72.0,74.0,Southpaw
Brett Tillis,,,
Rio Tirto,64.0,66.0,Switch
Denis Tiuliulin,73.0,77.0,Orthodox
Ryan Tobar,,,
Rafael Tobias,74.0,74.0,Orthodox
Andrew Todhunter,72.0,,Switch
Dusko Todorovic,73.0,74.0,Orthodox
Tuco Tokkos,76.0,76.0,Orthodox
Hideo Tokoro,67.0,,Orthodox
Anatoly Tokov,70.0,,
Kazuki Tokudome,71.0,73.0,Southpaw
Puja Tomar,64.0,59.0,Southpaw
Tyler Toner,68.0,70.0,Orthodox
James Toney,69.0,,Orthodox
Masanori Tonooka,68.0,,Orthodox
Carl Toomey,,,
Ilia Topuria,67.0,69.0,Orthodox
Aleksandre Topuria,67.0,68.0,Orthodox
Anthony Torres,68.0,,Orthodox
Miguel Torres,69.0,76.0,Orthodox
Ronys Torres,67.0,,Orthodox
Haven Torres,,,
Alex Torres,70.0,,Orthodox
Abram Torres,70.0,,
Jose Torres,64.0,65.0,Orthodox
Desmond Torres,66.0,69.0,Orthodox
Manuel Torres,70.0,73.0,Switch
Justice Torres,67.0,66.0,Southpaw
Eduardo Torres Caut,67.0,70.0,Orthodox
Salim Touahri,70.0,72.0,Orthodox
Dequan Townsend,75.0,79.0,Orthodox
Minoru Toyonaga,71.0,,Southpaw
Slim Trabelsi,75.0,,
Roberto Traven,75.0,,Orthodox
Bryan Travers,,,
Alexander Trevino,,,
Francisco Trevino,69.0,70.0,Orthodox
Angelo Trevino,71.0,,Switch
Frank Trigg,69.0,71.0,Southpaw
Francisco Trinaldo,69.0,70.0,Southpaw
Damien Trites,71.0,,
Michael Trizano,71.0,71.0,Orthodox
Antonio Trocoli,78.0,79.0,Orthodox
Tor Troeng,74.0,,Orthodox
Aaron Trujillo,65.0,,
Reynaldo Trujillo,69.0,,
Abel Trujillo,68.0,70.0,Orthodox
Arman Tsarukyan,67.0,72.0,Orthodox
Rei Tsuruya,66.0,68.0,Orthodox
Chris Tuchscherer,74.0,76.0,Orthodox
Jon Tuck,71.0,73.0,Orthodox
Gavin Tucker,66.0,66.0,Southpaw
Jumabieke Tuerxun,67.0,,Orthodox
Tom Tuggle,74.0,,Orthodox
Blair Tugman,72.0,,
Tai Tuivasa,74.0,75.0,Southpaw
Zubaira Tukhugov,68.0,68.0,Orthodox
Teila Tuli,72.0,,Orthodox
Marco Tulio,72.0,74.0,Orthodox
Nyamjargal Tumendemberel,67.0,71.0,Orthodox
Albert Tumenov,71.0,73.0,Orthodox
Ricky Turcios,69.0,71.0,Orthodox
Anton Turkalj,76.0,78.0,Orthodox
Wellington Turman,72.0,72.0,Orthodox
Courtney Turner,74.0,,
Jalin Turner,75.0,77.0,Southpaw
Austin Tweedy,69.0,,Orthodox
Marcin Tybura,75.0,78.0,Orthodox
Raphael Uchegbu,69.0,73.0,Orthodox
Takeru Uchida,65.0,68.0,Southpaw
Alberto Uda,75.0,,Orthodox
Ryuki Ueyama,71.0,,Southpaw
Christian Uflacker,71.0,,
Andy Uhrich,72.0,,
Tagir Ulanbekov,67.0,70.0,Southpaw
Carlos Ulberg,76.0,77.0,Orthodox
Gasan Umalatov,71.0,71.0,Orthodox
Jeremy Umphries,,,
Zach Underwood,74.0,,
Caol Uno,67.0,70.0,Southpaw
Kengo Ura,69.0,,
Logan Urban,72.0,72.0,Orthodox
Hector Urbina,71.0,73.0,Orthodox
Elias Urbina,75.0,77.0,Southpaw
Gilbert Urbina,75.0,75.0,Orthodox
Guilherme Uriel,73.0,74.0,Orthodox
Nick Urso,66.0,66.0,Southpaw
Yasuhiro Urushitani,65.0,,Southpaw
Sho Patrick Usami,69.0,70.0,Orthodox
Kamaru Usman,72.0,76.0,Switch
Mohammed Usman,74.0,79.0,Orthodox
Darren Uyenoyama,66.0,65.0,Orthodox
Richie Vaculik,66.0,69.0,Orthodox
Rashid Vagabov,67.0,63.0,Orthodox
Artem Vakhitov,73.0,75.0,Orthodox
Egidijus Valavicius,72.0,,Orthodox
